patient	cluster	entrez	gene	source	subtype	id	name
NP11	0	1000	CDH2	go	BP	GO:0048872	homeostasis of number of cells
NP11	0	1000	CDH2	go	BP	GO:0051146	striated muscle cell differentiation
NP11	0	1000	CDH2	go	BP	GO:0051149	positive regulation of muscle cell differentiation
NP11	0	1000	CDH2	go	BP	GO:0060019	radial glial cell differentiation
NP11	0	1000	CDH2	go	BP	GO:0060563	neuroepithelial cell differentiation
NP11	0	1000	CDH2	go	BP	GO:0070445	regulation of oligodendrocyte progenitor proliferation
NP11	0	1000	CDH2	go	BP	GO:0090002	establishment of protein localization to plasma membrane
NP11	0	1000	CDH2	go	BP	GO:0090090	negative regulation of canonical Wnt signaling pathway
NP11	0	1000	CDH2	go	BP	GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly
NP11	0	1000	CDH2	go	BP	GO:0097150	neuronal stem cell population maintenance
NP11	0	1000	CDH2	go	BP	GO:1902897	regulation of postsynaptic density protein 95 clustering
NP11	0	1000	CDH2	go	BP	GO:2000809	positive regulation of synaptic vesicle clustering
NP11	0	1003	CDH5	go	BP	GO:0001955	blood vessel maturation
NP11	0	1003	CDH5	go	BP	GO:0007043	cell-cell junction assembly
NP11	0	1003	CDH5	go	BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
NP11	0	1003	CDH5	go	BP	GO:0007179	transforming growth factor beta receptor signaling pathway
NP11	0	1003	CDH5	go	BP	GO:0008285	negative regulation of cell proliferation
NP11	0	1003	CDH5	go	BP	GO:0016337	single organismal cell-cell adhesion
NP11	0	1003	CDH5	go	BP	GO:0034332	adherens junction organization
NP11	0	1003	CDH5	go	BP	GO:1903142	positive regulation of establishment of endothelial barrier
NP11	0	1003	CDH5	go	BP	GO:2000114	regulation of establishment of cell polarity
NP01	0	1103	CHAT	go	BP	GO:0006656	phosphatidylcholine biosynthetic process
NP01	0	1103	CHAT	go	BP	GO:0007269	neurotransmitter secretion
NP01	0	1103	CHAT	go	BP	GO:0042136	neurotransmitter biosynthetic process
NP16	0	1117	CHI3L2	go	BP	GO:0005975	carbohydrate metabolic process
NP11	0	1118	CHIT1	go	BP	GO:0000272	polysaccharide catabolic process
NP11	0	1118	CHIT1	go	BP	GO:0005975	carbohydrate metabolic process
NP11	0	1118	CHIT1	go	BP	GO:0006032	chitin catabolic process
NP11	0	1118	CHIT1	go	BP	GO:0006955	immune response
NP11	0	1118	CHIT1	go	BP	GO:0009617	response to bacterium
NP16	0	1130	LYST	go	BP	GO:0007040	lysosome organization
NP16	0	1130	LYST	go	BP	GO:0015031	protein transport
NP16	0	1130	LYST	go	BP	GO:0030595	leukocyte chemotaxis
NP16	0	1130	LYST	go	BP	GO:0032438	melanosome organization
NP16	0	1130	LYST	go	BP	GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway
NP16	0	1130	LYST	go	BP	GO:0033364	mast cell secretory granule organization
NP16	0	1130	LYST	go	BP	GO:0042267	natural killer cell mediated cytotoxicity
NP16	0	1130	LYST	go	BP	GO:0042742	defense response to bacterium
NP16	0	1130	LYST	go	BP	GO:0042832	defense response to protozoan
NP16	0	1130	LYST	go	BP	GO:0043473	pigmentation
NP16	0	1130	LYST	go	BP	GO:0051607	defense response to virus
NP11	0	1153	CIRBP	go	BP	GO:0009409	response to cold
NP11	0	1153	CIRBP	go	BP	GO:0009411	response to UV
NP11	0	1153	CIRBP	go	BP	GO:0017148	negative regulation of translation
NP11	0	1153	CIRBP	go	BP	GO:0034063	stress granule assembly
NP11	0	1153	CIRBP	go	BP	GO:0045727	positive regulation of translation
NP11	0	1153	CIRBP	go	BP	GO:0048255	mRNA stabilization
NP11	0	1174	AP1S1	go	BP	GO:0006886	intracellular protein transport
NP11	0	1174	AP1S1	go	BP	GO:0006898	receptor-mediated endocytosis
NP11	0	1174	AP1S1	go	BP	GO:0009615	response to virus
NP11	0	1174	AP1S1	go	BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
NP11	0	1174	AP1S1	go	BP	GO:0042147	retrograde transport, endosome to Golgi
NP11	0	1174	AP1S1	go	BP	GO:0050690	regulation of defense response to virus by virus
NP17	0	1184	CLCN5	go	BP	GO:0006810	transport
NP17	0	1184	CLCN5	go	BP	GO:0007588	excretion
NP17	0	1184	CLCN5	go	BP	GO:0034220	ion transmembrane transport
NP17	0	1184	CLCN5	go	BP	GO:1902476	chloride transmembrane transport
NP17	0	1184	CLCN5	go	BP	GO:1903959	regulation of anion transmembrane transport
NP10	3	1203	CLN5	go	BP	GO:0006465	signal peptide processing
NP10	3	1203	CLN5	go	BP	GO:0007042	lysosomal lumen acidification
NP10	3	1203	CLN5	go	BP	GO:0007420	brain development
NP10	3	1203	CLN5	go	BP	GO:0022008	neurogenesis
NP10	3	1203	CLN5	go	BP	GO:0030163	protein catabolic process
NP10	3	1203	CLN5	go	BP	GO:0042147	retrograde transport, endosome to Golgi
NP10	3	1203	CLN5	go	BP	GO:0042551	neuron maturation
NP10	3	1203	CLN5	go	BP	GO:0070085	glycosylation
NP10	3	1203	CLN5	go	BP	GO:1904426	positive regulation of GTP binding
NP11	0	1240	CMKLR1	go	BP	GO:0001501	skeletal system development
NP16	0	1240	CMKLR1	go	BP	GO:0001501	skeletal system development
NP11	0	1240	CMKLR1	go	BP	GO:0006935	chemotaxis
NP16	0	1240	CMKLR1	go	BP	GO:0006935	chemotaxis
NP11	0	1240	CMKLR1	go	BP	GO:0006955	immune response
NP16	0	1240	CMKLR1	go	BP	GO:0006955	immune response
NP11	0	1240	CMKLR1	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP16	0	1240	CMKLR1	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP11	0	1240	CMKLR1	go	BP	GO:0010759	positive regulation of macrophage chemotaxis
NP16	0	1240	CMKLR1	go	BP	GO:0010759	positive regulation of macrophage chemotaxis
NP11	0	1240	CMKLR1	go	BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity
NP16	0	1240	CMKLR1	go	BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity
NP11	0	1240	CMKLR1	go	BP	GO:0032695	negative regulation of interleukin-12 production
NP16	0	1240	CMKLR1	go	BP	GO:0032695	negative regulation of interleukin-12 production
NP11	0	1240	CMKLR1	go	BP	GO:0045600	positive regulation of fat cell differentiation
NP16	0	1240	CMKLR1	go	BP	GO:0045600	positive regulation of fat cell differentiation
NP11	0	1240	CMKLR1	go	BP	GO:0050848	regulation of calcium-mediated signaling
NP16	0	1240	CMKLR1	go	BP	GO:0050848	regulation of calcium-mediated signaling
NP11	0	1240	CMKLR1	go	BP	GO:0070098	chemokine-mediated signaling pathway
NP16	0	1240	CMKLR1	go	BP	GO:0070098	chemokine-mediated signaling pathway
NP11	0	1346	COX7A1	go	BP	GO:0006091	generation of precursor metabolites and energy
NP11	0	1346	COX7A1	go	BP	GO:1902600	hydrogen ion transmembrane transport
NP11	0	1400	CRMP1	go	BP	GO:0000226	microtubule cytoskeleton organization
NP11	0	1400	CRMP1	go	BP	GO:0006139	nucleobase-containing compound metabolic process
NP11	0	1400	CRMP1	go	BP	GO:0007399	nervous system development
NP11	0	1400	CRMP1	go	BP	GO:0007411	axon guidance
NP11	0	1400	CRMP1	go	BP	GO:0010977	negative regulation of neuron projection development
NP11	0	1400	CRMP1	go	BP	GO:1904530	negative regulation of actin filament binding
NP11	0	1419	CRYGB	go	BP	GO:0007601	visual perception
NP11	0	1419	CRYGB	go	BP	GO:0070309	lens fiber cell morphogenesis
NP11	0	1463	NCAN	go	BP	GO:0001501	skeletal system development
NP11	0	1463	NCAN	go	BP	GO:0007155	cell adhesion
NP11	0	1463	NCAN	go	BP	GO:0007417	central nervous system development
NP11	0	1463	NCAN	go	BP	GO:0030198	extracellular matrix organization
NP11	0	1463	NCAN	go	BP	GO:0030203	glycosaminoglycan metabolic process
NP11	0	1463	NCAN	go	BP	GO:0030206	chondroitin sulfate biosynthetic process
NP11	0	1463	NCAN	go	BP	GO:0030207	chondroitin sulfate catabolic process
NP11	0	1463	NCAN	go	BP	GO:0030208	dermatan sulfate biosynthetic process
NP11	0	1559	CYP2C9	go	BP	GO:0006805	xenobiotic metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0008202	steroid metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0016098	monoterpenoid metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0017144	drug metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0019373	epoxygenase P450 pathway
NP11	0	1559	CYP2C9	go	BP	GO:0019627	urea metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0032787	monocarboxylic acid metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0042737	drug catabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0042738	exogenous drug catabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0043603	cellular amide metabolic process
NP11	0	1559	CYP2C9	go	BP	GO:0055114	oxidation-reduction process
NP11	0	1559	CYP2C9	go	BP	GO:0070989	oxidative demethylation
NP11	0	1559	CYP2C9	go	BP	GO:0097267	omega-hydroxylase P450 pathway
NP16	0	1571	CYP2E1	go	BP	GO:0006641	triglyceride metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0006805	xenobiotic metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0008202	steroid metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0010193	response to ozone
NP16	0	1571	CYP2E1	go	BP	GO:0010243	response to organonitrogen compound
NP16	0	1571	CYP2E1	go	BP	GO:0016098	monoterpenoid metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0017144	drug metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0018885	carbon tetrachloride metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0018910	benzene metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0019373	epoxygenase P450 pathway
NP16	0	1571	CYP2E1	go	BP	GO:0042197	halogenated hydrocarbon metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0042493	response to drug
NP16	0	1571	CYP2E1	go	BP	GO:0045471	response to ethanol
NP16	0	1571	CYP2E1	go	BP	GO:0046483	heterocycle metabolic process
NP16	0	1571	CYP2E1	go	BP	GO:0055114	oxidation-reduction process
NP11	0	1627	DBN1	go	BP	GO:0007015	actin filament organization
NP16	0	1627	DBN1	go	BP	GO:0007015	actin filament organization
NP11	0	1627	DBN1	go	BP	GO:0010643	cell communication by chemical coupling
NP16	0	1627	DBN1	go	BP	GO:0010643	cell communication by chemical coupling
NP11	0	1627	DBN1	go	BP	GO:0010644	cell communication by electrical coupling
NP16	0	1627	DBN1	go	BP	GO:0010644	cell communication by electrical coupling
NP11	0	1627	DBN1	go	BP	GO:0032507	maintenance of protein location in cell
NP16	0	1627	DBN1	go	BP	GO:0032507	maintenance of protein location in cell
NP11	0	1627	DBN1	go	BP	GO:0048168	regulation of neuronal synaptic plasticity
NP16	0	1627	DBN1	go	BP	GO:0048168	regulation of neuronal synaptic plasticity
NP11	0	1627	DBN1	go	BP	GO:0050773	regulation of dendrite development
NP16	0	1627	DBN1	go	BP	GO:0050773	regulation of dendrite development
NP11	0	1627	DBN1	go	BP	GO:0061351	neural precursor cell proliferation
NP16	0	1627	DBN1	go	BP	GO:0061351	neural precursor cell proliferation
NP11	0	1627	DBN1	go	BP	GO:0098609	cell-cell adhesion
NP16	0	1627	DBN1	go	BP	GO:0098609	cell-cell adhesion
NP11	0	1669	DEFA4	go	BP	GO:0019730	antimicrobial humoral response
NP11	0	1669	DEFA4	go	BP	GO:0019731	antibacterial humoral response
NP11	0	1669	DEFA4	go	BP	GO:0031640	killing of cells of other organism
NP11	0	1669	DEFA4	go	BP	GO:0045087	innate immune response
NP11	0	1669	DEFA4	go	BP	GO:0050829	defense response to Gram-negative bacterium
NP11	0	1669	DEFA4	go	BP	GO:0050830	defense response to Gram-positive bacterium
NP11	0	1669	DEFA4	go	BP	GO:0050832	defense response to fungus
NP17	0	1767	DNAH5	go	BP	GO:0003341	cilium movement
NP17	0	1767	DNAH5	go	BP	GO:0007368	determination of left/right symmetry
NP17	0	1767	DNAH5	go	BP	GO:0007507	heart development
NP17	0	1767	DNAH5	go	BP	GO:0008150	biological_process
NP17	0	1767	DNAH5	go	BP	GO:0021670	lateral ventricle development
NP17	0	1767	DNAH5	go	BP	GO:0030317	flagellated sperm motility
NP17	0	1767	DNAH5	go	BP	GO:0036158	outer dynein arm assembly
NP17	0	1767	DNAH5	go	BP	GO:0042384	cilium assembly
NP11	0	1780	DYNC1I1	go	BP	GO:0006888	ER to Golgi vesicle-mediated transport
NP11	0	1780	DYNC1I1	go	BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
NP11	0	1780	DYNC1I1	go	BP	GO:0047496	vesicle transport along microtubule
NP16	0	1785	DNM2	go	BP	GO:0000086	G2/M transition of mitotic cell cycle
NP16	0	1785	DNM2	go	BP	GO:0000266	mitochondrial fission
NP16	0	1785	DNM2	go	BP	GO:0002031	G-protein coupled receptor internalization
NP16	0	1785	DNM2	go	BP	GO:0003281	ventricular septum development
NP16	0	1785	DNM2	go	BP	GO:0003374	dynamin family protein polymerization involved in mitochondrial fission
NP16	0	1785	DNM2	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP16	0	1785	DNM2	go	BP	GO:0006893	Golgi to plasma membrane transport
NP16	0	1785	DNM2	go	BP	GO:0006897	endocytosis
NP16	0	1785	DNM2	go	BP	GO:0006898	receptor-mediated endocytosis
NP16	0	1785	DNM2	go	BP	GO:0006909	phagocytosis
NP16	0	1785	DNM2	go	BP	GO:0007165	signal transduction
NP16	0	1785	DNM2	go	BP	GO:0007283	spermatogenesis
NP16	0	1785	DNM2	go	BP	GO:0009416	response to light stimulus
NP16	0	1785	DNM2	go	BP	GO:0010592	positive regulation of lamellipodium assembly
NP16	0	1785	DNM2	go	BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
NP16	0	1785	DNM2	go	BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
NP16	0	1785	DNM2	go	BP	GO:0030516	regulation of axon extension
NP16	0	1785	DNM2	go	BP	GO:0031623	receptor internalization
NP16	0	1785	DNM2	go	BP	GO:0033572	transferrin transport
NP16	0	1785	DNM2	go	BP	GO:0035020	regulation of Rac protein signal transduction
NP16	0	1785	DNM2	go	BP	GO:0035904	aorta development
NP16	0	1785	DNM2	go	BP	GO:0042220	response to cocaine
NP16	0	1785	DNM2	go	BP	GO:0043065	positive regulation of apoptotic process
NP16	0	1785	DNM2	go	BP	GO:0044351	macropinocytosis
NP16	0	1785	DNM2	go	BP	GO:0045429	positive regulation of nitric oxide biosynthetic process
NP16	0	1785	DNM2	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP16	0	1785	DNM2	go	BP	GO:0048489	synaptic vesicle transport
NP16	0	1785	DNM2	go	BP	GO:0048812	neuron projection morphogenesis
NP16	0	1785	DNM2	go	BP	GO:0050766	positive regulation of phagocytosis
NP16	0	1785	DNM2	go	BP	GO:0050999	regulation of nitric-oxide synthase activity
NP16	0	1785	DNM2	go	BP	GO:0060271	cilium morphogenesis
NP16	0	1785	DNM2	go	BP	GO:0060976	coronary vasculature development
NP16	0	1785	DNM2	go	BP	GO:0061025	membrane fusion
NP16	0	1785	DNM2	go	BP	GO:0071245	cellular response to carbon monoxide
NP16	0	1785	DNM2	go	BP	GO:0071481	cellular response to X-ray
NP16	0	1785	DNM2	go	BP	GO:0071732	cellular response to nitric oxide
NP16	0	1785	DNM2	go	BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
NP16	0	1785	DNM2	go	BP	GO:1903351	cellular response to dopamine
NP16	0	1785	DNM2	go	BP	GO:1903358	regulation of Golgi organization
NP16	0	1785	DNM2	go	BP	GO:1903408	positive regulation of sodium:potassium-exchanging ATPase activity
NP16	0	1785	DNM2	go	BP	GO:1903526	negative regulation of membrane tubulation
NP01	0	1794	DOCK2	go	BP	GO:0001766	membrane raft polarization
NP01	0	1794	DOCK2	go	BP	GO:0001768	establishment of T cell polarity
NP01	0	1794	DOCK2	go	BP	GO:0001771	immunological synapse formation
NP01	0	1794	DOCK2	go	BP	GO:0002277	myeloid dendritic cell activation involved in immune response
NP01	0	1794	DOCK2	go	BP	GO:0006935	chemotaxis
NP01	0	1794	DOCK2	go	BP	GO:0007264	small GTPase mediated signal transduction
NP01	0	1794	DOCK2	go	BP	GO:0030036	actin cytoskeleton organization
NP01	0	1794	DOCK2	go	BP	GO:0043547	positive regulation of GTPase activity
NP01	0	1794	DOCK2	go	BP	GO:0044351	macropinocytosis
NP01	0	1794	DOCK2	go	BP	GO:0045059	positive thymic T cell selection
NP01	0	1794	DOCK2	go	BP	GO:0045060	negative thymic T cell selection
NP01	0	1794	DOCK2	go	BP	GO:0046633	alpha-beta T cell proliferation
NP01	0	1794	DOCK2	go	BP	GO:0050690	regulation of defense response to virus by virus
NP01	0	1794	DOCK2	go	BP	GO:0050766	positive regulation of phagocytosis
NP11	0	1834	DSPP	go	BP	GO:0001501	skeletal system development
NP12	0	1834	DSPP	go	BP	GO:0001501	skeletal system development
NP11	0	1834	DSPP	go	BP	GO:0001503	ossification
NP12	0	1834	DSPP	go	BP	GO:0001503	ossification
NP11	0	1834	DSPP	go	BP	GO:0007275	multicellular organism development
NP12	0	1834	DSPP	go	BP	GO:0007275	multicellular organism development
NP11	0	1834	DSPP	go	BP	GO:0030198	extracellular matrix organization
NP12	0	1834	DSPP	go	BP	GO:0030198	extracellular matrix organization
NP11	0	1834	DSPP	go	BP	GO:0031214	biomineral tissue development
NP12	0	1834	DSPP	go	BP	GO:0031214	biomineral tissue development
NP19	0	1852	DUSP9	go	BP	GO:0000165	MAPK cascade
NP19	0	1852	DUSP9	go	BP	GO:0000187	activation of MAPK activity
NP19	0	1852	DUSP9	go	BP	GO:0000188	inactivation of MAPK activity
NP19	0	1852	DUSP9	go	BP	GO:0006470	protein dephosphorylation
NP19	0	1852	DUSP9	go	BP	GO:0007254	JNK cascade
NP19	0	1852	DUSP9	go	BP	GO:0035335	peptidyl-tyrosine dephosphorylation
NP11	0	1993	ELAVL2	go	BP	GO:0000398	mRNA splicing, via spliceosome
NP11	0	1993	ELAVL2	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP12	0	2049	EPHB3	go	BP	GO:0001525	angiogenesis
NP12	0	2049	EPHB3	go	BP	GO:0001655	urogenital system development
NP12	0	2049	EPHB3	go	BP	GO:0007411	axon guidance
NP12	0	2049	EPHB3	go	BP	GO:0007413	axonal fasciculation
NP12	0	2049	EPHB3	go	BP	GO:0016477	cell migration
NP12	0	2049	EPHB3	go	BP	GO:0018108	peptidyl-tyrosine phosphorylation
NP12	0	2049	EPHB3	go	BP	GO:0021952	central nervous system projection neuron axonogenesis
NP12	0	2049	EPHB3	go	BP	GO:0022038	corpus callosum development
NP12	0	2049	EPHB3	go	BP	GO:0022407	regulation of cell-cell adhesion
NP12	0	2049	EPHB3	go	BP	GO:0031290	retinal ganglion cell axon guidance
NP12	0	2049	EPHB3	go	BP	GO:0034446	substrate adhesion-dependent cell spreading
NP12	0	2049	EPHB3	go	BP	GO:0043087	regulation of GTPase activity
NP12	0	2049	EPHB3	go	BP	GO:0046777	protein autophosphorylation
NP12	0	2049	EPHB3	go	BP	GO:0048013	ephrin receptor signaling pathway
NP12	0	2049	EPHB3	go	BP	GO:0048538	thymus development
NP12	0	2049	EPHB3	go	BP	GO:0048546	digestive tract morphogenesis
NP12	0	2049	EPHB3	go	BP	GO:0050770	regulation of axonogenesis
NP12	0	2049	EPHB3	go	BP	GO:0051965	positive regulation of synapse assembly
NP12	0	2049	EPHB3	go	BP	GO:0060021	palate development
NP12	0	2049	EPHB3	go	BP	GO:0060996	dendritic spine development
NP12	0	2049	EPHB3	go	BP	GO:0060997	dendritic spine morphogenesis
NP11	0	2086	ERV3-1	go	BP	GO:0008150	biological_process
NP11	0	2099	ESR1	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP11	0	2099	ESR1	go	BP	GO:0001547	antral ovarian follicle growth
NP11	0	2099	ESR1	go	BP	GO:0002064	epithelial cell development
NP11	0	2099	ESR1	go	BP	GO:0006338	chromatin remodeling
NP11	0	2099	ESR1	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	2099	ESR1	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	2099	ESR1	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP11	0	2099	ESR1	go	BP	GO:0006367	transcription initiation from RNA polymerase II promoter
NP11	0	2099	ESR1	go	BP	GO:0007165	signal transduction
NP11	0	2099	ESR1	go	BP	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway
NP11	0	2099	ESR1	go	BP	GO:0007204	positive regulation of cytosolic calcium ion concentration
NP11	0	2099	ESR1	go	BP	GO:0008209	androgen metabolic process
NP11	0	2099	ESR1	go	BP	GO:0008584	male gonad development
NP11	0	2099	ESR1	go	BP	GO:0010629	negative regulation of gene expression
NP11	0	2099	ESR1	go	BP	GO:0010863	positive regulation of phospholipase C activity
NP11	0	2099	ESR1	go	BP	GO:0030518	intracellular steroid hormone receptor signaling pathway
NP11	0	2099	ESR1	go	BP	GO:0030520	intracellular estrogen receptor signaling pathway
